file_name,text
DATA_Thomas_tache02_11025_188.wav,sp c'est hagard sur le carre jaune sp {ns}
DATA_Lucie_tache02_11025_23.wav,c'est le trophee sp sur le triangle vert {ns}
DATA_AnnaL_tache02_11025_111.wav,c'est la danseuse sp a cote de l' etoile jaune {ns}
DATA_Lucie_tache01_11025_122.wav,sp c'est la migraine sp en dessous sp du rond vert {ns} sp
DATA_Camille_tache02_11025_180.wav,sp c'est la bonte sp sur le rond vert {ns}
DATA_Ariane_tache01_11025_7.wav,c'est la source sp sur le carre jaune {ns} sp
DATA_Melanie_tache01_11025_46.wav,sp c'est la ressource au dessus sp du carre gris {ns}
DATA_AnnaL_tache01_11025_138.wav,c'est le degre a cote de l' etoile jaune {ns} sp
DATA_Celine_tache01_11025_188.wav,c'est hagard sur le carre jaune sp {ns} sp
DATA_Celine_tache01_11025_33.wav,sp c'est la fureur au dessus de l' etoile bleue sp {ns}
DATA_Chloe_tache01_11025_169.wav,c'est le voisin sp sur le rond bleu {ns} sp
DATA_Thibault_tache01_11025_194.wav,c'est le diamant a cote du triangle rouge {ns} sp
DATA_Thibault_tache01_11025_131.wav,c'est la philo sp en dessous sp du triangle rouge sp {ns} sp
DATA_Camille_tache02_11025_140.wav,c'est le pasteur sp en dessous du triangle bleu {ns} sp
DATA_Ariane_tache02_11025_192.wav,c'est sp haineux sp au dessus sp du carre sp rouge {ns} sp
DATA_Melanie_tache01_11025_155.wav,c'est l' horreur sur le cercle rouge {ns} sp
DATA_Melanie_tache01_11025_53.wav,sp c'est l' arete au dessus du triangle vert {ns}
DATA_Ariane_tache02_11025_149.wav,c'est la flanelle sp au dessus du rond sp bleu {ns} sp
DATA_Livia_tache02_11025_179.wav,c'est la pancarte sp au dessus du triangle gris {ns}
DATA_Emre_tache01_11025_32.wav,c'est le bouquin sur le triangle gris {ns}
DATA_Melanie_tache02_11025_132.wav,sp c'est epars sp sur le rond vert {ns}
DATA_Emre_tache02_11025_157.wav,c'est le dilemme sp en dessous de l' etoile verte sp {ns}
DATA_Camille_tache01_11025_169.wav,sp c'est le voisin sp sur sp le rond bleu {ns} sp
DATA_AnnaL_tache01_11025_185.wav,c'est l' egard en dessous du triangle rouge {ns} sp
DATA_Thibault_tache01_11025_191.wav,c'est les patins sp en dessous du carre vert {ns} sp
DATA_ClaraG_tache01_11025_101.wav,c'est la grimace en dessous du carre gris {ns} sp
DATA_Camille_tache01_11025_119.wav,c'est l' haleine sp sur sp le triangle gris sp {ns} sp
DATA_ClaraG_tache01_11025_72.wav,c'est le bazar au dessus de l' etoile verte {ns} sp
DATA_Lucie_tache01_11025_195.wav,c'est le menteur sp a cote du rond vert {ns}
DATA_Nael_tache02_11025_14.wav,c'est le secteur en dessous sp du rond sp gris {ns} sp
DATA_Thibault_tache01_11025_179.wav,c'est la pancarte sp au dessus du triangle gris {ns} sp
DATA_Clara_tache02_11025_151.wav,sp c'est le batard sp au dessus du carre sp vert {ns}
DATA_Melanie_tache02_11025_103.wav,sp c'est l' osseux sur le carre gris {ns}
DATA_Melanie_tache02_11025_158.wav,sp c'est l' orage en dessous du rond vert {ns} sp
DATA_AnnaL_tache02_11025_204.wav,c'est sp la morphine sp sur le carre sp rouge sp {ns}
DATA_Melanie_tache01_11025_154.wav,sp c'est la guitare a cote du carre bleu sp {ns} sp
DATA_Clara_tache01_11025_152.wav,c'est le cigare sp au dessus du rond sp jaune sp {ns}
DATA_Emre_tache01_11025_113.wav,sp c'est la moto sp en dessous de l' etoile bleue {ns} sp
DATA_AnnaL_tache02_11025_30.wav,c'est le cachet sp au dessus du carre jaune {ns} sp
DATA_ClaraG_tache02_11025_63.wav,c'est la villa au dessus de l' etoile jaune {ns}
DATA_ClaraG_tache02_11025_61.wav,c'est le debit sur le rond bleu {ns}
DATA_Camille_tache01_11025_110.wav,c'est avare sp a cote du carre jaune sp {ns} sp
DATA_Thomas_tache01_11025_49.wav,c'est la fierte au dessus de l' etoile verte {ns} sp
DATA_Melanie_tache02_11025_164.wav,c'est l' achat en dessous du rond bleu {ns}
DATA_Nael_tache01_11025_35.wav,sp c'est le climat sur sp le triangle rouge sp {ns} sp
DATA_Emre_tache02_11025_180.wav,sp c'est la bonte sp sur le rond vert {ns}
DATA_Chloe_tache02_11025_16.wav,c'est le cartable en dessous du rond jaune {ns} sp
DATA_Ariane_tache02_11025_203.wav,c'est la revue sp en dessous du triangle gris {ns}
DATA_AnnaL_tache02_11025_177.wav,c'est la rigueur sp a cote du carre gris {ns} sp
DATA_AnnaL_tache01_11025_80.wav,c'est sure sp au dessus du carre rouge {ns}
DATA_Melanie_tache02_11025_169.wav,sp c'est le voisin sur le rond bleu sp {ns} sp
DATA_Chloe_tache02_11025_119.wav,c'est sp l' haleine sp sur le triangle gris {ns}
DATA_Lucie_tache01_11025_40.wav,sp c'est l' ouvrage sp en dessous du carre gris {ns}
DATA_Ariane_tache01_11025_25.wav,c'est sp l' atout sp sur sp l' etoile sp jaune {ns} sp
DATA_Clara_tache02_11025_185.wav,c'est l' egard en dessous du triangle rouge {ns}
DATA_Lucie_tache01_11025_10.wav,sp c'est l' argile a cote du triangle bleu sp {ns} sp
DATA_Chloe_tache01_11025_61.wav,c'est le debit sp sur le rond bleu {ns}
DATA_Emre_tache01_11025_128.wav,sp c'est le vernis sp en dessous de l' etoile grise {ns}
DATA_Ariane_tache02_11025_137.wav,c'est sp le sp recours sp a cote du carre sp vert {ns}
DATA_ClaraG_tache02_11025_183.wav,c'est le radeau en dessous du rond jaune {ns} sp
DATA_Emre_tache01_11025_12.wav,sp c'est les etats sp sur l' etoile bleue {ns} sp
DATA_Thibault_tache02_11025_172.wav,c'est l' ivresse sp en dessous du carre jaune sp {ns} sp
DATA_Thibault_tache01_11025_115.wav,c'est la corvee sur le rond rouge {ns} sp
DATA_Camille_tache01_11025_17.wav,sp c'est l' amas sp au dessus du triangle jaune {ns} sp
DATA_Ariane_tache01_11025_115.wav,sp c'est sp la sp corvee sp sur le rond sp rouge {ns} sp
DATA_Lucie_tache01_11025_35.wav,sp c'est le climat sp sur le triangle rouge {ns} sp
DATA_Chloe_tache01_11025_125.wav,sp c'est l' arnaque sp en dessous de l' etoile rouge {ns} sp
DATA_Livia_tache02_11025_181.wav,c'est le cypres sur le rond jaune {ns} sp
DATA_Lucie_tache01_11025_175.wav,sp c'est le ruban a cote sp du rond gris {ns} sp
DATA_Camille_tache02_11025_92.wav,sp c'est le talus sp a cote du rond jaune {ns} sp
DATA_Nael_tache02_11025_123.wav,c'est l' assaut sur l' etoile verte {ns} sp
DATA_ClaraG_tache01_11025_126.wav,c'est l' otage en dessous de l' etoile verte {ns} sp
DATA_Nael_tache01_11025_145.wav,c'est l' etage au dessus du rond vert {ns} sp
DATA_Celine_tache02_11025_199.wav,sp c'est le refrain au dessus du carre gris sp {ns} sp
DATA_Emre_tache02_11025_118.wav,c'est l' etape sp au dessus du carre gris sp {ns}
DATA_Chloe_tache01_11025_203.wav,c'est la revue sp en dessous du triangle gris {ns}
DATA_Thomas_tache02_11025_71.wav,c'est le metteur sur le carre jaune {ns}
DATA_Clara_tache02_11025_29.wav,sp c'est le savon sp en dessous de l' etoile sp jaune sp {ns}
DATA_Celine_tache02_11025_101.wav,sp c'est la grimace sp en dessous du carre gris sp {ns}
DATA_Nael_tache02_11025_98.wav,c'est le colis au dessus du rond bleu sp {ns}
DATA_Celine_tache02_11025_176.wav,sp c'est la paleur sur le triangle jaune {ns} sp
DATA_Thibault_tache02_11025_152.wav,c'est le cigare sp au dessus du rond jaune sp {ns} sp
DATA_Lucie_tache02_11025_79.wav,c'est le theme en dessous du carre rouge {ns}
DATA_Celine_tache02_11025_35.wav,c'est le climat sur le triangle rouge {ns} sp
DATA_ClaraG_tache01_11025_161.wav,c'est le coton a cote du carre rouge {ns} sp
DATA_Chloe_tache01_11025_42.wav,c'est l' sp harem en dessous de l' etoile rouge sp {ns} sp
DATA_Melanie_tache01_11025_143.wav,sp c'est le morceau sur le carre gris {ns}
DATA_Lucie_tache01_11025_43.wav,sp c'est le poussin sp en dessous du triangle jaune {ns}
DATA_Emre_tache01_11025_140.wav,c'est le pasteur en dessous du triangle bleu sp {ns}
DATA_Emre_tache01_11025_107.wav,c'est relax a cote du triangle rouge {ns} sp
DATA_Chloe_tache01_11025_74.wav,c'est la graine sp en dessous du rond jaune {ns} sp
DATA_Camille_tache02_11025_190.wav,c'est le godet sp a cote du triangle sp gris {ns} sp
DATA_Celine_tache02_11025_17.wav,sp c'est l' amas au dessus du triangle jaune sp {ns} sp
DATA_Celine_tache02_11025_170.wav,c'est certaine au dessus de l' etoile rouge {ns} sp
DATA_Lucie_tache01_11025_47.wav,c'est cinquante sp sur sp le rond vert {ns}
DATA_AnnaL_tache01_11025_162.wav,c'est le soupcon au dessus du rond rouge {ns}
DATA_Celine_tache02_11025_57.wav,sp c'est la fontaine sur le carre vert {ns} sp
DATA_Clara_tache01_11025_174.wav,sp c'est l' insulte sur le triangle bleu {ns}
DATA_Lucie_tache01_11025_117.wav,sp c'est le radis sp au dessus du rond rouge sp {ns} sp
DATA_Melanie_tache01_11025_152.wav,sp c'est le cigare au dessus du cercle jaune sp {ns} sp
DATA_Melanie_tache02_11025_160.wav,sp c'est ainsi sur le carre bleu sp {ns} sp
DATA_Camille_tache01_11025_109.wav,sp c'est la detresse sp en dessous du carre bleu {ns} sp
DATA_Nael_tache01_11025_167.wav,sp c'est l' hommage a cote du triangle bleu {ns}
DATA_Thomas_tache02_11025_142.wav,c'est la sp puree en dessous de l' etoile bleue {ns} sp
DATA_Emre_tache01_11025_205.wav,c'est le gouter en dessous du carre bleu sp {ns} sp
DATA_AnnaL_tache02_11025_129.wav,c'est le satin sp sur l' etoile rouge {ns}
DATA_Chloe_tache02_11025_3.wav,c'est le blaspheme sp sur le triangle bleu {ns} sp
DATA_Chloe_tache02_11025_47.wav,c'est cinquante sur le rond vert {ns}
DATA_Celine_tache01_11025_167.wav,sp c'est l' hommage a cote du triangle bleu sp {ns} sp
DATA_Thomas_tache02_11025_61.wav,sp c'est le sp debit sur le rond bleu {ns} sp
DATA_Nael_tache02_11025_109.wav,c'est la detresse en dessous du carre bleu {ns}
DATA_Emre_tache02_11025_175.wav,c'est le ruban a cote du rond gris {ns} sp
DATA_Camille_tache01_11025_78.wav,c'est l' entente sp a cote du rond rouge {ns} sp
DATA_Melanie_tache01_11025_161.wav,c'est le coton a cote du carre rouge {ns} sp
DATA_Melanie_tache02_11025_85.wav,sp c'est le sceau sur le rond gris {ns}
DATA_ClaraG_tache01_11025_136.wav,sp c'est la poupee sp sur le carre vert {ns}
DATA_Celine_tache02_11025_81.wav,sp c'est le discours a cote du rond gris {ns} sp
DATA_Camille_tache01_11025_38.wav,sp c'est bavarde a cote de l' etoile jaune sp {ns} sp
DATA_Lucie_tache02_11025_12.wav,c'est les etats sp sur l' etoile bleue {ns} sp
DATA_Clara_tache01_11025_167.wav,c'est l' hommage sp a cote du triangle bleu sp {ns}
DATA_Chloe_tache02_11025_168.wav,sp c'est la soucoupe sur l' etoile jaune {ns} sp
DATA_Ariane_tache01_11025_10.wav,sp c'est sp l' argile sp a cote du triangle bleu {ns} sp
DATA_ClaraG_tache02_11025_74.wav,c'est la graine sp en dessous du rond jaune {ns}
DATA_Thomas_tache01_11025_77.wav,c'est supreme sp au dessus du triangle rouge sp {ns} sp
DATA_Nael_tache02_11025_81.wav,sp c'est le discours sp a cote du rond sp gris sp {ns}
DATA_Celine_tache01_11025_183.wav,c'est le radeau en dessous du rond jaune sp {ns}
DATA_Clara_tache02_11025_31.wav,c'est l' etude sur l' etoile rouge {ns}
DATA_Chloe_tache01_11025_46.wav,sp c'est la ressource au dessus du carre gris sp {ns} sp
DATA_Camille_tache02_11025_107.wav,c'est relax sp a cote sp du triangle rouge {ns} sp
DATA_ClaraG_tache02_11025_6.wav,c'est le genou sur le rond gris {ns} sp
DATA_Livia_tache02_11025_141.wav,c'est laiteuse au dessus du rond gris {ns}
DATA_Camille_tache01_11025_2.wav,sp c'est le karma sp sur l' etoile sp grise {ns} sp
DATA_Thibault_tache02_11025_2.wav,c'est le karma sp sur l' etoile grise {ns} sp
DATA_Nael_tache01_11025_198.wav,c'est amer au dessus de l' etoile jaune {ns}
DATA_Ariane_tache02_11025_115.wav,sp c'est sp la sp corvee sp sur le rond sp rouge {ns} sp
DATA_Lucie_tache01_11025_27.wav,c'est le tombeau sp a cote du carre jaune sp {ns}
DATA_Ariane_tache01_11025_179.wav,sp c'est la sp pancarte sp au dessus du triangle sp gris {ns} sp
DATA_Chloe_tache01_11025_30.wav,sp c'est le cachet sp au dessus du carre jaune {ns}
DATA_Ariane_tache01_11025_103.wav,c'est sp l' osseux sp sur le carre sp gris {ns}
DATA_ClaraG_tache01_11025_176.wav,c'est la paleur sur le triangle jaune {ns} sp
DATA_Lucie_tache01_11025_146.wav,c'est le cil a cote de l' etoile rouge {ns} sp
DATA_Livia_tache01_11025_98.wav,sp c'est le colis sp au dessus du rond bleu {ns} sp
DATA_Celine_tache02_11025_76.wav,sp c'est l' aveu sp en dessous du rond rouge {ns}
DATA_Ariane_tache02_11025_42.wav,c'est sp l' harem sp en dessous de l' etoile rouge {ns} sp
DATA_Celine_tache01_11025_22.wav,c'est le couvent sp a cote de l' etoile grise {ns} sp
DATA_Camille_tache02_11025_113.wav,sp c'est la moto en dessous de l' etoile bleue sp {ns} sp
DATA_Chloe_tache02_11025_58.wav,c'est le savant en dessous de l' etoile verte {ns} sp
DATA_Emre_tache02_11025_34.wav,c'est le parvis a cote du triangle vert {ns} sp
DATA_Clara_tache02_11025_73.wav,c'est le montant sp au dessus de l' etoile sp grise sp {ns}
DATA_Melanie_tache01_11025_147.wav,c'est le visa sp en dessous de l' etoile jaune sp {ns} sp
DATA_Ariane_tache01_11025_82.wav,c'est sp la belle-mere sp a cote sp du rond sp vert sp {ns} sp
DATA_Chloe_tache02_11025_182.wav,c'est marron sp en dessous du triangle vert {ns} sp
DATA_Camille_tache02_11025_138.wav,sp c'est le degre sp a cote de l' etoile jaune sp {ns}
DATA_Thibault_tache01_11025_188.wav,sp c'est hagard sur sp le carre jaune {ns} sp
DATA_Emre_tache01_11025_176.wav,c'est la paleur sur le triangle jaune {ns} sp
DATA_Ariane_tache02_11025_132.wav,sp c'est sp epars sp sur le rond sp vert {ns} sp
DATA_Nael_tache01_11025_81.wav,c'est le discours sp a cote du rond gris sp {ns}
DATA_Nael_tache01_11025_180.wav,sp c'est la bonte sp sur sp le sp rond sp vert {ns} sp
DATA_ClaraG_tache01_11025_142.wav,sp c'est la puree en dessous de l' etoile bleue {ns}
DATA_Melanie_tache01_11025_132.wav,sp c'est epars sur le cercle vert {ns} sp
DATA_Chloe_tache01_11025_190.wav,c'est le godet a cote du triangle gris {ns} sp
DATA_Chloe_tache01_11025_75.wav,c'est le cingle a cote sp du carre bleu {ns} sp
DATA_Melanie_tache02_11025_58.wav,sp c'est le savant en dessous de l' etoile verte sp {ns} sp
DATA_Lucie_tache01_11025_83.wav,sp c'est decu a cote de l' etoile grise sp {ns}
DATA_AnnaL_tache01_11025_167.wav,c'est l' hommage a cote du sp triangle bleu sp {ns}
DATA_Nael_tache01_11025_122.wav,c'est la migraine en dessous du rond sp vert {ns}
DATA_Thibault_tache01_11025_103.wav,c'est l' osseux sp sur sp le carre gris sp {ns} sp
DATA_Lucie_tache02_11025_44.wav,c'est la bougie au dessus du triangle gris sp {ns}
DATA_Livia_tache02_11025_176.wav,c'est la paleur sur le triangle jaune {ns}
DATA_Emre_tache02_11025_165.wav,c'est l' arene a cote de l' etoile verte {ns} sp
DATA_Thibault_tache02_11025_176.wav,c'est la paleur sur le triangle jaune sp {ns}
DATA_Thomas_tache02_11025_76.wav,sp c'est l' aveu en dessous du rond rouge {ns}
DATA_ClaraG_tache02_11025_119.wav,c'est l' haleine sp sur le triangle sp gris {ns}
DATA_Lucie_tache02_11025_34.wav,c'est le parvis sp a cote du triangle vert {ns} sp
DATA_Camille_tache01_11025_86.wav,sp c'est la brebis sp a cote du rond bleu sp {ns}
DATA_Camille_tache02_11025_102.wav,c'est l' etang sp au dessus de l' etoile bleue {ns} sp
DATA_Lucie_tache02_11025_63.wav,c'est la villa sp au dessus de l' etoile jaune sp {ns} sp
DATA_Camille_tache01_11025_106.wav,sp c'est la servante sp a cote du sp triangle vert sp {ns} sp
DATA_Lucie_tache02_11025_83.wav,c'est decu a cote de l' etoile grise {ns}
DATA_Thibault_tache01_11025_182.wav,c'est marron sp en dessous sp du triangle vert {ns} sp
DATA_AnnaL_tache01_11025_186.wav,c'est le lezard a cote du rond jaune {ns}
DATA_ClaraG_tache01_11025_114.wav,sp c'est frileux a cote de l' etoile rouge {ns} sp
DATA_Melanie_tache02_11025_183.wav,sp c'est le radeau en dessous du rond jaune sp {ns} sp
DATA_Lucie_tache01_11025_55.wav,sp c'est le tambour en dessous sp du carre rouge {ns}
DATA_Camille_tache02_11025_72.wav,c'est le bazar sp au dessus de l' etoile verte sp {ns} sp
DATA_Ariane_tache02_11025_104.wav,c'est sp la blessure sp a sp cote du carre sp gris {ns} sp
DATA_Ariane_tache01_11025_55.wav,sp c'est le sp tambour sp en dessous sp du carre sp rouge {ns} sp
DATA_Ariane_tache01_11025_34.wav,sp c'est le sp parvis sp a cote du triangle vert {ns}
DATA_Celine_tache01_11025_193.wav,c'est le parrain au dessus du triangle rouge {ns}
DATA_ClaraG_tache01_11025_59.wav,sp c'est le beurre en dessous du carre bleu sp {ns}
DATA_AnnaL_tache01_11025_145.wav,c'est l' etage au dessus du rond vert {ns}
DATA_Nael_tache02_11025_201.wav,sp c'est le gala en dessous du rond rouge sp {ns} sp
DATA_Nael_tache02_11025_185.wav,c'est l' egard en dessous du triangle sp rouge {ns}
DATA_ClaraG_tache02_11025_139.wav,c'est l' egout sp sur le triangle rouge {ns}
DATA_Ariane_tache02_11025_31.wav,sp c'est sp l' etude sp sur l' etoile rouge sp {ns} sp
DATA_Melanie_tache01_11025_115.wav,c'est la corvee sur le cercle rouge {ns} sp
DATA_Thibault_tache01_11025_21.wav,c'est la clarte sp en dessous sp du rond vert {ns}
DATA_Nael_tache02_11025_170.wav,c'est certaine au dessus sp de l' etoile rouge sp {ns}
DATA_AnnaL_tache01_11025_90.wav,c'est sp le coma sp en dessous du triangle vert {ns}
DATA_Emre_tache01_11025_39.wav,c'est douteux au dessus du rond vert {ns}
DATA_Celine_tache02_11025_129.wav,sp c'est le satin sur l' etoile rouge {ns} sp
DATA_Livia_tache01_11025_84.wav,c'est le bouton sp a cote de l' etoile bleue {ns} sp
DATA_Ariane_tache02_11025_83.wav,c'est sp decu sp a cote de l' etoile sp grise {ns}
DATA_Lucie_tache02_11025_108.wav,c'est l' enjeu sur le triangle vert {ns}
DATA_Ariane_tache02_11025_103.wav,c'est sp l' osseux sp sur le carre sp gris {ns}
DATA_Clara_tache02_11025_102.wav,c'est l' etang sp au dessus de l' etoile sp bleue sp {ns}
DATA_Thibault_tache01_11025_192.wav,c'est sp haineux sp au dessus du carre rouge sp {ns} sp
DATA_Thibault_tache01_11025_51.wav,c'est le micro a cote du rond gris {ns} sp
DATA_Lucie_tache01_11025_193.wav,sp c'est le parrain sp au dessus du triangle rouge {ns} sp
DATA_Thomas_tache02_11025_165.wav,c'est l' arene a cote de l' etoile verte {ns} sp
DATA_Celine_tache02_11025_62.wav,sp c'est le carreau au dessus du sp carre vert {ns} sp
DATA_Ariane_tache02_11025_125.wav,sp c'est sp l' arnaque sp en dessous de l' etoile rouge {ns} sp
DATA_Chloe_tache01_11025_139.wav,c'est l' egout sur le triangle rouge {ns} sp
DATA_Melanie_tache01_11025_90.wav,c'est le coma sp en dessous du triangle vert {ns}
DATA_ClaraG_tache01_11025_73.wav,c'est le montant sp au dessus de l' etoile grise {ns}
DATA_ClaraG_tache02_11025_191.wav,c'est les patins en dessous du carre vert {ns}
DATA_AnnaL_tache01_11025_22.wav,c'est le couvent a cote de l' etoile grise {ns} sp
DATA_Clara_tache02_11025_103.wav,c'est l' osseux sp sur sp le carre sp gris {ns}
DATA_Thomas_tache01_11025_56.wav,c'est la monnaie a cote du rond vert {ns} sp
DATA_Lucie_tache01_11025_33.wav,sp c'est la fureur sp au dessus de l' etoile bleue sp {ns}
DATA_Nael_tache01_11025_19.wav,c'est le plafond sp au dessus du rond gris {ns} sp
DATA_Clara_tache02_11025_42.wav,c'est l' harem sp en dessous de l' etoile rouge {ns}
DATA_Celine_tache01_11025_1.wav,c'est l' epoux sur le carre gris {ns}
DATA_Clara_tache01_11025_82.wav,c'est sp la belle-mere a cote du rond sp vert {ns}
DATA_Emre_tache02_11025_198.wav,c'est amer sp au dessus de l' etoile jaune {ns} sp
DATA_Thomas_tache01_11025_162.wav,c'est le soupcon au dessus du rond rouge sp {ns} sp
DATA_Emre_tache01_11025_183.wav,c'est le radeau en dessous du rond jaune {ns}
DATA_AnnaL_tache01_11025_35.wav,c'est le climat sur le triangle rouge {ns} sp
DATA_Emre_tache02_11025_26.wav,c'est le tapage sp sur l' etoile verte {ns}
DATA_Thomas_tache02_11025_54.wav,c'est la paresse en dessous du carre jaune {ns}
DATA_Clara_tache01_11025_39.wav,c'est douteux au dessus du rond sp vert {ns}
DATA_ClaraG_tache01_11025_74.wav,c'est la graine en dessous du rond jaune {ns}
DATA_Nael_tache01_11025_11.wav,sp c'est le divan sp en dessous sp du rond rouge {ns} sp
DATA_Thibault_tache01_11025_168.wav,c'est la soucoupe sp sur sp l' etoile jaune sp {ns} sp
DATA_Ariane_tache01_11025_190.wav,c'est le godet sp a cote sp du triangle sp gris {ns} sp
DATA_AnnaL_tache01_11025_155.wav,c'est l' horreur sp sur le rond rouge {ns}
DATA_Livia_tache01_11025_77.wav,c'est supreme sp au dessus du triangle rouge {ns} sp
DATA_Thibault_tache02_11025_80.wav,sp c'est sure sp au dessus du carre rouge {ns}
DATA_Nael_tache02_11025_29.wav,sp c'est le savon en dessous de l' etoile jaune {ns} sp
DATA_Lucie_tache02_11025_94.wav,c'est le marquis sp a cote de l' etoile verte {ns}
DATA_Melanie_tache02_11025_68.wav,c'est le business a cote du carre bleu {ns}
DATA_Livia_tache01_11025_190.wav,c'est le godet sp a sp cote du triangle gris {ns}
DATA_Camille_tache02_11025_82.wav,c'est la belle-mere sp a cote sp du rond sp vert {ns} sp
DATA_AnnaL_tache01_11025_24.wav,c'est le bouchon sur le triangle jaune {ns} sp
DATA_ClaraG_tache02_11025_60.wav,c'est le sommet a cote du carre vert {ns}
DATA_Lucie_tache01_11025_143.wav,c'est le morceau sp sur le carre gris {ns} sp
DATA_Lucie_tache02_11025_198.wav,c'est amer au dessus de l' etoile jaune {ns}
DATA_Emre_tache01_11025_134.wav,c'est le blafard au dessus du carre bleu sp {ns}
DATA_Camille_tache02_11025_81.wav,sp c'est le discours sp a cote du rond gris {ns} sp
DATA_Ariane_tache01_11025_56.wav,c'est la monnaie sp a cote sp du rond sp vert {ns} sp
DATA_Emre_tache02_11025_183.wav,c'est le radeau sp en dessous du rond jaune {ns}
DATA_Ariane_tache01_11025_39.wav,c'est sp douteux sp au dessus sp du rond sp vert {ns} sp
DATA_Camille_tache01_11025_139.wav,c'est l' egout sp sur sp le triangle rouge sp {ns} sp
DATA_Melanie_tache02_11025_130.wav,sp c'est le marteau au dessus de l' etoile jaune {ns}
DATA_Celine_tache01_11025_60.wav,sp c'est le sommet a cote du carre vert {ns}
DATA_Lucie_tache02_11025_93.wav,sp c'est l' intrus sp au dessus sp du rond jaune {ns}
DATA_Chloe_tache01_11025_22.wav,sp c'est sp le couvent sp a cote de l' etoile sp grise {ns} sp
DATA_Chloe_tache01_11025_18.wav,sp c'est le citron sp au dessus du triangle bleu {ns} sp
DATA_Melanie_tache02_11025_176.wav,sp c'est la paleur sur le triangle jaune {ns}
DATA_Ariane_tache02_11025_194.wav,sp c'est sp le diamant sp a cote du triangle sp rouge {ns} sp
DATA_Melanie_tache02_11025_36.wav,sp c'est moelleux a cote de l' etoile bleue sp {ns}
DATA_Lucie_tache02_11025_4.wav,c'est le ruisseau sp a cote du triangle rouge sp {ns}
DATA_Ariane_tache02_11025_167.wav,c'est sp l' hommage sp a cote du triangle sp bleu {ns} sp
DATA_Ariane_tache01_11025_88.wav,c'est la cire sp en dessous sp du carre sp jaune {ns} sp
DATA_Nael_tache01_11025_178.wav,c'est l' antenne sp sur l' etoile grise {ns}
DATA_Thibault_tache02_11025_110.wav,c'est avare a cote du carre jaune sp {ns} sp
DATA_Clara_tache02_11025_15.wav,c'est l' ecart sp a cote du carre rouge {ns}
DATA_Celine_tache02_11025_45.wav,sp c'est le meurtre en dessous de l' etoile bleue sp {ns} sp
